"name","hp","atk","def","spa","spd","spe","weight","height","type1","type2","ability1","ability2","ability3","ability4","Normal_def","Fighting_def","Flying_def","Poison_def","Ground_def","Rock_def","Bug_def","Ghost_def","Steel_def","Fire_def","Water_def","Grass_def","Electric_def","Psychic_def","Ice_def","Dragon_def","Dark_def","Fairy_def"
"Meowth",40,45,35,40,40,90,4.2,0.4,"Normal","None","Pickup","Technician","Unnerve","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Meowth-Alola",40,35,35,50,40,90,4.2,0.4,"Dark","None","Pickup","Rattled","Technician","None",4,8,4,4,4,4,8,2,4,4,4,4,4,0,4,4,2,8
"Mesprit",80,105,105,105,105,80,0.3,0.3,"Psychic","None","Levitate","None","None","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Metagross",80,135,130,95,90,70,550,1.6,"Steel","Psychic","Clear Body","Light Metal","None","None",2,4,2,0,8,2,4,8,2,8,4,2,4,1,2,2,8,2
"Metang",60,75,100,55,80,50,202.5,1.2,"Steel","Psychic","Clear Body","Light Metal","None","None",2,4,2,0,8,2,4,8,2,8,4,2,4,1,2,2,8,2
"Metapod",50,20,55,25,25,30,9.9,0.7,"Bug","None","Shed Skin","None","None","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Mew",100,100,100,100,100,100,4,0.4,"Psychic","None","Synchronize","None","None","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Mewtwo",106,110,90,154,90,130,122,2,"Psychic","None","Pressure","Unnerve","None","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Mienfoo",45,85,50,55,50,65,20,0.9,"Fighting","None","Inner Focus","Reckless","Regenerator","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Mienshao",65,125,60,95,60,105,35.5,1.4,"Fighting","None","Inner Focus","Reckless","Regenerator","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Mightyena",70,90,70,60,60,70,37,1,"Dark","None","Intimidate","Moxie","Quick Feet","None",4,8,4,4,4,4,8,2,4,4,4,4,4,0,4,4,2,8
"Milotic",95,60,79,100,125,81,162,6.2,"Water","None","Competitive","Cute Charm","Marvel Scale","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Miltank",95,80,105,40,70,100,75.5,1.2,"Normal","None","Sap Sipper","Scrappy","Thick Fat","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Mime Jr.",20,25,45,70,90,60,13,0.6,"Psychic","Fairy","Filter","Soundproof","Technician","None",4,1,4,8,4,4,4,8,8,4,4,4,4,2,4,0,4,4
"Mimikyu",55,90,80,50,105,96,0.7,0.2,"Ghost","Fairy","Disguise","None","None","None",0,0,4,4,4,4,1,8,8,4,4,4,4,4,4,0,4,4
"Minccino",55,50,40,40,40,75,5.8,0.4,"Normal","None","Cute Charm","Skill Link","Technician","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Minior",60,100,60,100,60,120,0.3,0.3,"Rock","Flying","Shields Down","None","None","None",2,4,2,2,0,8,2,4,8,2,8,4,8,4,8,4,4,4
"Minun",60,40,50,75,85,95,4.2,0.4,"Electric","None","Minus","Volt Absorb","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Misdreavus",60,60,60,85,85,85,1,0.7,"Ghost","None","Levitate","None","None","None",0,0,4,2,4,4,2,8,4,4,4,4,4,4,4,4,8,4
"Mismagius",60,60,60,105,105,105,4.4,0.9,"Ghost","None","Levitate","None","None","None",0,0,4,2,4,4,2,8,4,4,4,4,4,4,4,4,8,4
"Moltres",90,100,90,125,85,90,60,2,"Fire","Flying","Flame Body","Pressure","None","None",4,2,4,4,0,16,1,4,2,2,8,1,8,4,4,4,4,2
"Monferno",64,78,52,78,52,81,22,0.9,"Fire","Fighting","Blaze","Iron Fist","None","None",4,4,8,4,8,4,1,4,2,2,8,2,4,8,2,4,2,4
"Morelull",40,35,55,65,75,15,1.5,0.2,"Grass","Fairy","Effect Spore","Illuminate","Rain Dish","None",4,2,8,16,2,4,4,4,8,8,2,2,2,4,8,0,2,4
"Mothim",70,94,50,94,50,66,23.3,0.9,"Bug","Flying","Swarm","Tinted Lens","None","None",4,1,8,4,0,16,2,4,4,8,4,1,8,4,8,4,4,4
"Mr. Mime",40,45,65,100,120,90,54.5,1.3,"Psychic","Fairy","Filter","Soundproof","Technician","None",4,1,4,8,4,4,4,8,8,4,4,4,4,2,4,0,4,4
"Mudbray",70,100,70,45,55,45,110,1,"Ground","None","Inner Focus","Own Tempo","Stamina","None",4,4,4,2,4,2,4,4,4,4,8,8,0,4,8,4,4,4
"Mudkip",50,70,50,50,50,40,7.6,0.4,"Water","None","Damp","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Mudsdale",100,125,100,55,85,35,920,2.5,"Ground","None","Inner Focus","Own Tempo","Stamina","None",4,4,4,2,4,2,4,4,4,4,8,8,0,4,8,4,4,4
"Muk",105,105,75,65,100,50,30,1.2,"Poison","None","Poison Touch","Stench","Sticky Hold","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Muk-Alola",105,105,75,65,100,50,52,1,"Poison","Dark","Gluttony","Poison Touch","Power of Alchemy","None",4,4,4,2,8,4,4,2,4,4,4,2,4,0,4,4,2,4
"Munchlax",135,85,40,40,85,5,105,0.6,"Normal","None","Gluttony","Pickup","Thick Fat","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Munna",76,25,45,67,55,24,23.3,0.6,"Psychic","None","Forewarn","Synchronize","Telepathy","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Murkrow",60,85,42,85,42,91,2.1,0.5,"Dark","Flying","Insomnia","Prankster","Super Luck","None",4,4,4,4,0,8,4,2,4,4,4,2,8,0,8,4,2,8
"Musharna",116,55,85,107,95,29,60.5,1.1,"Psychic","None","Forewarn","Synchronize","Telepathy","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Naganadel",73,73,73,127,73,121,150,3.6,"Poison","Dragon","Beast Boost","None","None","None",4,2,4,2,8,4,2,4,4,2,2,1,2,8,8,8,4,4
"Natu",40,50,45,70,45,70,2,0.2,"Psychic","Flying","Early Bird","Magic Bounce","Synchronize","None",4,1,4,4,0,8,4,8,4,4,4,2,8,2,8,4,8,4
"Necrozma",97,107,101,127,89,79,230,2.4,"Psychic","None","Prism Armor","None","None","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Necrozma-Dawn Wings",97,113,109,157,127,77,350,4.2,"Psychic","Ghost","Prism Armor","None","None","None",0,0,4,2,4,4,4,16,4,4,4,4,4,2,4,4,16,4
"Necrozma-Dusk Mane",97,157,127,113,109,77,460,3.8,"Psychic","Steel","Prism Armor","None","None","None",2,4,2,0,8,2,4,8,2,8,4,2,4,1,2,2,8,2
"Nidoking",81,102,77,85,75,85,62,1.4,"Poison","Ground","Poison Point","Rivalry","Sheer Force","None",4,2,4,1,8,2,2,4,4,4,8,4,0,8,8,4,4,2
"Nidoqueen",90,92,87,75,85,76,60,1.3,"Poison","Ground","Poison Point","Rivalry","Sheer Force","None",4,2,4,1,8,2,2,4,4,4,8,4,0,8,8,4,4,2
"Nidoran-F",55,47,52,40,40,41,7,0.4,"Poison","None","Hustle","Poison Point","Rivalry","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Nidoran-M",46,57,40,40,40,50,9,0.5,"Poison","None","Hustle","Poison Point","Rivalry","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Nidorina",70,62,67,55,55,56,20,0.8,"Poison","None","Hustle","Poison Point","Rivalry","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Nidorino",61,72,57,55,55,65,19.5,0.9,"Poison","None","Hustle","Poison Point","Rivalry","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Nihilego",109,53,47,127,131,103,55.5,1.2,"Rock","Poison","Beast Boost","None","None","None",2,4,2,1,16,4,2,4,8,2,8,4,4,8,4,4,4,2
"Nincada",31,45,90,30,30,40,5.5,0.5,"Bug","Ground","Compound Eyes","Run Away","None","None",4,2,8,2,2,4,4,4,4,8,8,4,0,4,8,4,4,4
"Ninetales",73,76,75,81,100,100,19.9,1.1,"Fire","None","Drought","Flash Fire","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Ninetales-Alola",73,67,75,81,100,109,19.9,1.1,"Ice","Fairy","Snow Cloak","Snow Warning","None","None",4,4,4,8,4,8,2,4,16,8,4,4,4,4,2,0,2,4
"Ninjask",61,90,45,50,50,160,12,0.8,"Bug","Flying","Infiltrator","Speed Boost","None","None",4,1,8,4,0,16,2,4,4,8,4,1,8,4,8,4,4,4
"Noctowl",100,50,50,86,96,70,40.8,1.6,"Normal","Flying","Insomnia","Keen Eye","Tinted Lens","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Noibat",40,30,35,45,40,55,8,0.5,"Flying","Dragon","Frisk","Infiltrator","Telepathy","None",4,2,4,4,0,8,2,4,4,2,2,1,4,4,16,8,4,8
"Noivern",85,70,80,97,80,123,85,1.5,"Flying","Dragon","Frisk","Infiltrator","Telepathy","None",4,2,4,4,0,8,2,4,4,2,2,1,4,4,16,8,4,8
"Nosepass",30,45,135,45,90,30,97,1,"Rock","None","Magnet Pull","Sand Force","Sturdy","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Numel",60,60,40,65,45,35,24,0.7,"Fire","Ground","Oblivious","Own Tempo","Simple","None",4,4,4,2,8,4,2,4,2,2,16,4,0,4,4,4,4,2
"Nuzleaf",70,70,40,60,40,60,28,1,"Grass","Dark","Chlorophyll","Early Bird","Pickpocket","None",4,8,8,8,2,4,16,2,4,8,2,2,2,0,8,4,2,8
"Octillery",75,105,75,105,75,45,28.5,0.9,"Water","None","Moody","Sniper","Suction Cups","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Oddish",45,50,55,75,65,30,5.4,0.5,"Grass","Poison","Chlorophyll","Run Away","None","None",4,2,8,4,4,4,4,4,4,8,2,1,2,8,8,4,4,2
"Omanyte",35,40,100,90,55,35,7.5,0.4,"Rock","Water","Shell Armor","Swift Swim","Weak Armor","None",2,8,2,2,8,4,4,4,4,1,4,16,8,4,2,4,4,4
"Omastar",70,60,125,115,70,55,35,1,"Rock","Water","Shell Armor","Swift Swim","Weak Armor","None",2,8,2,2,8,4,4,4,4,1,4,16,8,4,2,4,4,4
"Onix",35,45,160,30,45,70,210,8.8,"Rock","Ground","Rock Head","Sturdy","Weak Armor","None",2,8,2,1,8,2,4,4,8,2,16,16,0,4,8,4,4,4
"Oranguru",90,60,80,90,110,60,76,1.5,"Normal","Psychic","Inner Focus","Symbiosis","Telepathy","None",4,4,4,4,4,4,8,0,4,4,4,4,4,2,4,4,8,4
"Oricorio",75,70,70,98,70,93,3.4,0.6,"Fire","Flying","Dancer","None","None","None",4,2,4,4,0,16,1,4,2,2,8,1,8,4,4,4,4,2
"Oricorio-Pa'u",75,70,70,98,70,93,3.4,0.6,"Psychic","Flying","Dancer","None","None","None",4,1,4,4,0,8,4,8,4,4,4,2,8,2,8,4,8,4
"Oricorio-Pom-Pom",75,70,70,98,70,93,3.4,0.6,"Electric","Flying","Dancer","None","None","None",4,2,2,4,0,8,2,4,2,4,4,2,4,4,8,4,4,4
"Oricorio-Sensu",75,70,70,98,70,93,3.4,0.6,"Ghost","Flying","Dancer","None","None","None",0,0,4,2,0,8,1,8,4,4,4,2,8,4,8,4,8,4
"Oshawott",55,55,45,63,45,45,5.9,0.5,"Water","None","Shell Armor","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Pachirisu",60,45,70,45,90,95,3.9,0.4,"Electric","None","Pickup","Run Away","Volt Absorb","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Palkia",90,120,100,150,120,100,336,4.2,"Water","Dragon","Pressure","Telepathy","None","None",4,4,4,4,4,4,4,4,2,1,1,4,4,4,4,8,4,8
"Palossand",85,75,110,100,75,35,250,1.3,"Ghost","Ground","Sand Veil","Water Compaction","None","None",0,0,4,1,4,2,2,8,4,4,8,8,0,4,8,4,8,4
"Palpitoad",75,65,55,65,55,69,17,0.8,"Water","Ground","Hydration","Swift Swim","Water Absorb","None",4,4,4,2,4,2,4,4,2,2,4,16,0,4,4,4,4,4
"Pancham",67,82,62,46,48,43,8,0.6,"Fighting","None","Iron Fist","Mold Breaker","Scrappy","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Pangoro",95,124,78,69,71,58,136,2.1,"Fighting","Dark","Iron Fist","Mold Breaker","Scrappy","None",4,8,8,4,4,2,4,2,4,4,4,4,4,0,4,4,1,16
"Panpour",50,53,48,53,48,64,13.5,0.6,"Water","None","Gluttony","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Pansage",50,53,48,53,48,64,10.5,0.6,"Grass","None","Gluttony","Overgrow","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Pansear",50,53,48,53,48,64,11,0.6,"Fire","None","Blaze","Gluttony","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Paras",35,70,55,45,55,25,5.4,0.3,"Bug","Grass","Damp","Dry Skin","Effect Spore","None",4,2,16,8,1,8,8,4,4,16,2,1,2,4,8,4,4,4
"Parasect",60,95,80,60,80,30,29.5,1,"Bug","Grass","Damp","Dry Skin","Effect Spore","None",4,2,16,8,1,8,8,4,4,16,2,1,2,4,8,4,4,4
"Passimian",100,120,90,40,60,80,82.8,2,"Fighting","None","Defiant","Receiver","None","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Patrat",45,55,39,35,39,42,11.6,0.5,"Normal","None","Analytic","Keen Eye","Run Away","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Pawniard",45,85,70,40,40,60,10.2,0.5,"Dark","Steel","Defiant","Inner Focus","Pressure","None",2,16,2,0,8,2,4,2,2,8,4,2,4,0,2,2,2,4
"Pelipper",60,50,100,95,70,65,28,1.2,"Water","Flying","Drizzle","Keen Eye","Rain Dish","None",4,2,4,4,0,8,2,4,2,2,2,4,16,4,4,4,4,4
"Persian",65,70,60,65,65,115,32,1,"Normal","None","Limber","Technician","Unnerve","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Persian-Alola",65,60,60,75,65,115,33,1.1,"Dark","None","Fur Coat","Rattled","Technician","None",4,8,4,4,4,4,8,2,4,4,4,4,4,0,4,4,2,8
"Petilil",45,35,50,70,50,30,6.6,0.5,"Grass","None","Chlorophyll","Leaf Guard","Own Tempo","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Phanpy",90,60,60,40,40,40,33.5,0.5,"Ground","None","Pickup","Sand Veil","None","None",4,4,4,2,4,2,4,4,4,4,8,8,0,4,8,4,4,4
"Phantump",43,70,48,50,60,38,7,0.4,"Ghost","Grass","Frisk","Harvest","Natural Cure","None",0,0,8,4,2,4,4,8,4,8,2,2,2,4,8,4,8,4
"Pheromosa",71,137,37,137,37,151,25,1.8,"Bug","Fighting","Beast Boost","None","None","None",4,2,16,4,2,4,2,4,4,8,4,2,4,8,4,4,2,8
"Phione",80,80,80,80,80,80,3.1,0.4,"Water","None","Hydration","None","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Pichu",20,40,15,35,35,60,2,0.3,"Electric","None","Lightning Rod","Static","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Pidgeot",83,80,75,70,70,101,39.5,1.5,"Normal","Flying","Big Pecks","Keen Eye","Tangled Feet","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Pidgeotto",63,60,55,50,50,71,30,1.1,"Normal","Flying","Big Pecks","Keen Eye","Tangled Feet","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Pidgey",40,45,40,35,35,56,1.8,0.3,"Normal","Flying","Big Pecks","Keen Eye","Tangled Feet","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Pidove",50,55,50,36,30,43,2.1,0.3,"Normal","Flying","Big Pecks","Rivalry","Super Luck","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Pignite",90,93,55,70,55,55,55.5,1,"Fire","Fighting","Blaze","Thick Fat","None","None",4,4,8,4,8,4,1,4,2,2,8,2,4,8,2,4,2,4
"Pikachu",35,55,40,50,50,90,6,0.4,"Electric","None","Lightning Rod","Static","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Pikipek",35,75,30,30,30,65,1.2,0.3,"Normal","Flying","Keen Eye","Pickup","Skill Link","None",4,4,4,4,0,8,2,0,4,4,4,2,8,4,8,4,4,4
"Piloswine",100,100,80,60,60,50,55.8,1.1,"Ice","Ground","Oblivious","Snow Cloak","Thick Fat","None",4,8,4,2,4,4,4,4,8,8,8,8,0,4,4,4,4,4
"Pineco",50,65,90,35,35,15,7.2,0.6,"Bug","None","Overcoat","Sturdy","None","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Pinsir",65,125,100,55,70,85,55,1.5,"Bug","None","Hyper Cutter","Mold Breaker","Moxie","None",4,2,8,4,2,8,4,4,4,8,4,2,4,4,4,4,4,4
"Piplup",53,51,53,61,56,40,5.2,0.4,"Water","None","Defiant","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Plusle",60,50,40,85,75,95,4.2,0.4,"Electric","None","Lightning Rod","Plus","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Poipole",67,73,67,73,67,73,1.8,0.6,"Poison","None","Beast Boost","None","None","None",4,2,4,2,8,4,2,4,4,4,4,2,4,8,4,4,4,2
"Politoed",90,75,75,90,100,70,33.9,1.1,"Water","None","Damp","Drizzle","Water Absorb","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Poliwag",40,50,40,40,40,90,12.4,0.6,"Water","None","Damp","Swift Swim","Water Absorb","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Poliwhirl",65,65,65,50,50,90,20,1,"Water","None","Damp","Swift Swim","Water Absorb","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Poliwrath",90,95,95,70,90,70,54,1.3,"Water","Fighting","Damp","Swift Swim","Water Absorb","None",4,4,8,4,4,2,2,4,2,2,2,8,8,8,2,4,2,8
"Ponyta",50,85,55,65,65,90,30,1,"Fire","None","Flame Body","Flash Fire","Run Away","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Poochyena",35,55,35,30,30,35,13.6,0.5,"Dark","None","Quick Feet","Rattled","Run Away","None",4,8,4,4,4,4,8,2,4,4,4,4,4,0,4,4,2,8
"Popplio",50,54,54,66,56,40,7.5,0.4,"Water","None","Liquid Voice","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Porygon",65,60,70,85,75,40,36.5,0.8,"Normal","None","Analytic","Download","Trace","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Porygon-Z",85,80,70,135,75,90,34,0.9,"Normal","None","Adaptability","Analytic","Download","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Porygon2",85,80,90,105,95,60,32.5,0.6,"Normal","None","Analytic","Download","Trace","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Primarina",80,74,74,126,116,60,44,1.8,"Water","Fairy","Liquid Voice","Torrent","None","None",4,2,4,8,4,4,2,4,4,2,2,8,8,4,2,0,2,4
"Primeape",65,105,60,60,70,95,32,1,"Fighting","None","Anger Point","Defiant","Vital Spirit","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Prinplup",64,66,68,81,76,50,23,0.8,"Water","None","Defiant","Torrent","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Probopass",60,55,145,75,150,40,340,1.4,"Rock","Steel","Magnet Pull","Sand Force","Sturdy","None",1,16,1,0,16,2,2,4,4,4,8,4,4,2,2,2,4,2
"Psyduck",50,52,48,65,50,55,19.6,0.8,"Water","None","Cloud Nine","Damp","Swift Swim","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Pumpkaboo",49,66,70,44,55,51,0,0,"Ghost","Grass","Frisk","Insomnia","Pickup","None",0,0,8,4,2,4,4,8,4,8,2,2,2,4,8,4,8,4
"Pumpkaboo-Large",54,66,70,44,55,46,0,0,"Ghost","Grass","Frisk","Insomnia","Pickup","None",0,0,8,4,2,4,4,8,4,8,2,2,2,4,8,4,8,4
"Pumpkaboo-Small",44,66,70,44,55,56,0,0,"Ghost","Grass","Frisk","Insomnia","Pickup","None",0,0,8,4,2,4,4,8,4,8,2,2,2,4,8,4,8,4
"Pumpkaboo-Super",59,66,70,44,55,41,0,0,"Ghost","Grass","Frisk","Insomnia","Pickup","None",0,0,8,4,2,4,4,8,4,8,2,2,2,4,8,4,8,4
"Pupitar",70,84,70,65,70,51,152,1.2,"Rock","Ground","Shed Skin","None","None","None",2,8,2,1,8,2,4,4,8,2,16,16,0,4,8,4,4,4
"Purrloin",41,50,37,50,37,66,10.1,0.4,"Dark","None","Limber","Prankster","Unburden","None",4,8,4,4,4,4,8,2,4,4,4,4,4,0,4,4,2,8
"Purugly",71,82,64,64,59,112,43.8,1,"Normal","None","Defiant","Own Tempo","Thick Fat","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Pyroar",86,68,72,109,66,106,81.5,1.5,"Fire","Normal","Moxie","Rivalry","Unnerve","None",4,8,4,4,8,8,2,0,2,2,8,2,4,4,2,4,4,2
"Pyukumuku",55,60,130,30,130,5,1.2,0.3,"Water","None","Innards Out","Unaware","None","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Quagsire",95,85,85,65,65,35,75,1.4,"Water","Ground","Damp","Unaware","Water Absorb","None",4,4,4,2,4,2,4,4,2,2,4,16,0,4,4,4,4,4
"Quilava",58,64,58,80,65,80,19,0.9,"Fire","None","Blaze","Flash Fire","None","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Quilladin",61,78,95,56,58,57,29,0.7,"Grass","None","Bulletproof","Overgrow","None","None",4,4,8,8,2,4,8,4,4,8,2,2,2,4,8,4,4,4
"Qwilfish",65,95,85,55,55,85,3.9,0.5,"Water","Poison","Intimidate","Poison Point","Swift Swim","None",4,2,4,2,8,4,2,4,2,2,2,4,8,8,2,4,4,2
"Raichu",60,90,55,90,80,110,30,0.8,"Electric","None","Lightning Rod","Static","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Raichu-Alola",60,85,50,95,85,110,21,0.7,"Electric","Psychic","Surge Surfer","None","None","None",4,2,2,4,8,4,8,8,2,4,4,4,2,2,4,4,8,4
"Raikou",90,85,75,115,100,115,178,1.9,"Electric","None","Inner Focus","Pressure","None","None",4,4,2,4,8,4,4,4,2,4,4,4,2,4,4,4,4,4
"Ralts",28,25,25,45,35,40,6.6,0.4,"Psychic","Fairy","Synchronize","Telepathy","Trace","None",4,1,4,8,4,4,4,8,8,4,4,4,4,2,4,0,4,4
"Rampardos",97,165,60,65,50,58,102.5,1.6,"Rock","None","Mold Breaker","Sheer Force","None","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Rapidash",65,100,70,80,80,105,95,1.7,"Fire","None","Flame Body","Flash Fire","Run Away","None",4,4,4,4,8,8,2,4,2,2,8,2,4,4,2,4,4,2
"Raticate",55,81,60,50,70,97,18.5,0.7,"Normal","None","Guts","Hustle","Run Away","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Raticate-Alola",75,71,70,40,80,77,25.5,0.7,"Dark","Normal","Gluttony","Hustle","Thick Fat","None",4,16,4,4,4,4,8,0,4,4,4,4,4,0,4,4,2,8
"Rattata",30,56,35,25,35,72,3.5,0.3,"Normal","None","Guts","Hustle","Run Away","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Rattata-Alola",30,56,35,25,35,72,3.8,0.3,"Dark","Normal","Gluttony","Hustle","Thick Fat","None",4,16,4,4,4,4,8,0,4,4,4,4,4,0,4,4,2,8
"Rayquaza",105,150,90,150,90,95,206.5,7,"Dragon","Flying","Air Lock","None","None","None",4,2,4,4,0,8,2,4,4,2,2,1,4,4,16,8,4,8
"Regice",80,50,100,100,200,50,175,1.8,"Ice","None","Clear Body","Ice Body","None","None",4,8,4,4,4,8,4,4,8,8,4,4,4,4,2,4,4,4
"Regigigas",110,160,110,80,110,100,420,3.7,"Normal","None","Slow Start","None","None","None",4,8,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4
"Regirock",80,100,200,50,100,50,230,1.7,"Rock","None","Clear Body","Sturdy","None","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Registeel",80,75,150,75,150,50,205,1.9,"Steel","None","Clear Body","Light Metal","None","None",2,8,2,0,8,2,2,4,2,8,4,2,4,2,2,2,4,2
"Relicanth",100,90,130,45,65,55,23.4,1,"Water","Rock","Rock Head","Sturdy","Swift Swim","None",2,8,2,2,8,4,4,4,4,1,4,16,8,4,2,4,4,4
"Remoraid",35,65,35,65,35,65,12,0.6,"Water","None","Hustle","Moody","Sniper","None",4,4,4,4,4,4,4,4,2,2,2,8,8,4,2,4,4,4
"Reshiram",100,120,100,150,120,90,330,3.2,"Dragon","Fire","Turboblaze","None","None","None",4,4,4,4,8,8,2,4,2,1,4,1,2,4,4,8,4,4
"Reuniclus",110,65,75,125,85,30,20.1,1,"Psychic","None","Magic Guard","Overcoat","Regenerator","None",4,2,4,4,4,4,8,8,4,4,4,4,4,2,4,4,8,4
"Rhydon",105,130,120,45,45,40,120,1.9,"Ground","Rock","Lightning Rod","Reckless","Rock Head","None",2,8,2,1,8,2,4,4,8,2,16,16,0,4,8,4,4,4
"Rhyhorn",80,85,95,30,30,25,115,1,"Ground","Rock","Lightning Rod","Reckless","Rock Head","None",2,8,2,1,8,2,4,4,8,2,16,16,0,4,8,4,4,4
"Rhyperior",115,140,130,55,55,40,282.8,2.4,"Ground","Rock","Lightning Rod","Reckless","Solid Rock","None",2,8,2,1,8,2,4,4,8,2,16,16,0,4,8,4,4,4
"Ribombee",60,55,60,95,70,124,0.5,0.2,"Bug","Fairy","Honey Gather","Shield Dust","Sweet Veil","None",4,1,8,8,2,8,2,4,8,8,4,2,4,4,4,0,2,4
"Riolu",40,70,40,35,40,60,20.2,0.7,"Fighting","None","Inner Focus","Prankster","Steadfast","None",4,4,8,4,4,2,2,4,4,4,4,4,4,8,4,4,2,8
"Rockruff",45,65,40,30,40,60,9.2,0.5,"Rock","None","Keen Eye","Own Tempo","Steadfast","Vital Spirit",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
"Roggenrola",55,75,85,25,25,15,18,0.4,"Rock","None","Sand Force","Sturdy","Weak Armor","None",2,8,2,2,8,4,4,4,8,2,8,8,4,4,4,4,4,4
